,AnimeName,ClusterType
6374,Shoujouji no Tanuki-bayashi,0
6375,Shoujouji no Tanuki-bayashi Ban Danemon,1
6376,Shoukoujo Sara,3
6377,Shoukoujo The Animation,1
6378,Shoukoushi Cedie,3
6379,Shounen Hollywood: Holly Stage for 49,0
6380,Shounen Hollywood: Holly Stage for 50,0
6381,Shounen Kenya,2
6382,Shounen Maid,0
6383,Shounen Maid Kuuro-kun: Tenshi no Uta,3
6384,Shounen Maid Special,0
6385,Shounen Onmyouji,3
6386,Shounen Sarutobi Sasuke,3
6387,Shounen Sunday CM Gekijou: InuYasha-hen,2
6388,Shousei Shikisai Gensou,3
6389,Shouwa Genroku Rakugo Shinjuu,0
6390,Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,0
6391,Shouwa Monogatari,3
6392,Shouwa Monogatari (Movie),0
6393,Show By Rock!!,0
6394,Show By Rock!! Short!!,0
6395,Show By Rock!!: Legend of Shingan Crimsonz,0
6396,Show By Rock!!: Plasmagica na Gogo,0
6397,Shownoid Mako-chan,1
6398,Shuffle!,1
6399,Shuffle! Memories,1
6400,Shuffle! Prologue,1
6401,Shugo Chara!,3
6402,Shugo Chara! Party!,3
6403,Shugo Chara!! Doki,3
6404,Shukufuku no Campanella,1
6405,Shukufuku no Campanella Specials,1
6406,Shukufuku no Campanella: La Campanella Della Benedizione,1
6407,Shuranosuke Zanmaken: Shikamamon no Otoko,2
6408,Shusaku,3
6409,Shusaku Liberty,3
6410,Shusaku Replay,3
6411,Shuten Douji,1
6412,Shutsugeki! Machine Robo Rescue,0
6413,Shuudan Chikan Densha,1
6414,Shuukaku no Yoru,3
6415,Sidonia no Kishi,0
6416,Sidonia no Kishi Movie,0
6417,Sidonia no Kishi: Daikyuu Wakusei Seneki,0
6418,Silent Mobius,3
6419,Silent Mobius 2,3
6420,Silent Mobius: The Motion Picture,3
6421,Simoun,1
6422,Sin in the Rain,1
6423,Sin: The Movie,3
6424,Sinbad: Soratobu Hime to Himitsu no Shima,0
6425,Sinkan,1
6426,Sirius no Densetsu,3
6427,Sister Princess,1
6428,Sister Princess: Re Pure,1
6429,Sister Princess: Re Pure Character's,1
6430,Sketchbook: Full Color's,3
6431,Sketchbook: Full Color's Picture Drama,1
6432,Skip Beat!,3
6433,Skirt,3
6434,Skull Man,2
6435,Sky Girls,1
6436,Sky Girls OVA,1
6437,Sky Girls Specials,3
6438,Slam Dunk,0
6439,Slam Dunk (Movie),3
6440,Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,0
6441,Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,0
6442,Slam Dunk: Zenkoku Seiha Da! Sakuragi Hanamichi,3
6443,Slayers,3
6444,Slayers Evolution-R,3
6445,Slayers Excellent,3
6446,Slayers Gorgeous,3
6447,Slayers Great,3
6448,Slayers Next,3
6449,Slayers Premium,3
6450,Slayers Return,3
6451,Slayers Revolution,3
6452,Slayers Special,1
6453,Slayers Try,3
6454,Slayers: The Motion Picture,3
6455,Slow Step,1
6456,Smile Precure!,2
6457,Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!,3
6458,Snow Halation,0
6459,So Ra No Wo To,0
6460,So Ra No Wo To Specials,0
6461,Sobakasu Pucchi,1
6462,Socket,3
6463,Softenni,0
6464,Softenni Specials,1
6465,Sol Bianca,3
6466,Sol Bianca: Taiyou no Fune,3
6467,Sola,1
6468,Sola Specials,1
6469,Solty Rei,3
6470,Solty Rei Special,3
6471,SoniAni: Super Sonico The Animation,0
6472,Sonic X,2
6473,Sonic X Pilot,2
6474,Sonic: Night of the WereHog,2
6475,Sonic the Hedgehog,2
6476,Sono Hanabira ni Kuchizuke wo: Anata to Koibito Tsunagi,0
6477,Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,0
6478,Sono Hanabira ni Kuchizuke wo: Risa x Miya Gekijou,1
6479,Sono Kinisasete yo: My My Mai,1
6480,Sora Iro no Tane,3
6481,"Sora no Iro, Mizu no Iro",1
6482,"Sora no Iro, Mizu no Iro Ero Specials",1
6483,Sora no Manimani,1
6484,Sora no Manimani Specials,1
6485,Sora no Method,0
6486,Sora no Method: Aru Shoujo no Kyuujitsu,0
6487,Sora no Momotarou,3
6488,Sora no Otoshimono,1
6489,Sora no Otoshimono Final: Eternal My Master,0
6490,Sora no Otoshimono: Forte,1
6491,Sora no Otoshimono: Project Pink,1
6492,Sora no Otoshimono: Tokeijikake no Angeloid,1
6493,Sora wa Koko ni Aru,3
6494,Sora wo Kakeru Shoujo,1
6495,Sora wo Kakeru Shoujo Picture Drama,0
6496,Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,3
6497,Soratobu Toshi Keikaku,3
6498,Soratobu Yuureisen,3
6499,Sore Ike! Anpanman: Franken-Robo-kun's Surprised Christmas,3
6500,Sore Ike! Anpanman: Minna de Teasobi - Anpanman to Itazura Obake,0
6501,Sore ga Seiyuu!,0
6502,Sore ga Seiyuu!: Petit Uchiage,1
6503,Soredemo Machi wa Mawatteiru,3
6504,Soredemo Sekai wa Utsukushii,0
6505,Soredemo Tsuma wo Aishiteru,0
6506,Soreyuke Marin-chan,1
6507,Soreyuke! Uchuu Senkan Yamamoto Yohko,1
6508,Soreyuke! Uchuu Senkan Yamamoto Yohko (1999),0
6509,Soreyuke! Uchuu Senkan Yamamoto Yohko II,1
6510,Sotsugyou M: Ore-tachi no Carnival,3
6511,Sougen no Ko Tenguri,0
6512,Sougen no Shoujo Laura,3
6513,Soujuu Senshi Psychic Wars,2
6514,Soukan Rensa,1
6515,Soukan Yuugi,3
6516,Soukan Yuugi 2,0
6517,Soukihei MD Geist,2
6518,Soukou Kihei Votoms,3
6519,Soukou Kihei Votoms: Big Battle,3
6520,Soukou Kihei Votoms: Case; Irvine,3
6521,Soukou Kihei Votoms: Gen-ei Hen,3
6522,Soukou Kihei Votoms: Kakuyaku taru Itan,3
6523,Soukou Kihei Votoms: Koei Futatabi,3
6524,Soukou Kihei Votoms: Pailsen Files,3
6525,Soukou Kihei Votoms: Pailsen Files the Movie,0
6526,Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots,3
6527,Soukou Kihei Votoms: The Last Red Shoulder,1
6528,Soukou Kijo Iris,0
6529,Soukou no Strain,1
6530,Soukyuu no Fafner: Dead Aggressor,0
6531,Soukyuu no Fafner: Dead Aggressor - Exodus,0
6532,Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,0
6533,Soukyuu no Fafner: Dead Aggressor - Exodus Special,0
6534,Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,0
6535,Soukyuu no Fafner: Right of Left - Single Program,0
6536,Soul Eater,0
6537,Soul Eater NOT!,0
6538,Soul Eater: Late Night Show,2
6539,Soul Link,1
6540,Soul Link Special,3
6541,Soul Reviver,1
6542,Souryuuden,2
6543,Sousei no Aquarion,0
6544,Sousei no Aquarion Evol,0
6545,Sousei no Aquarion OVA,3
6546,Sousei no Aquarion Special,0
6547,Souseiki,1
6548,Soushi Souai: Junai Mellow yori,0
6549,Soushisouai Note The Animation,0
6550,Soushitsukyou,0
6551,Souten Kouro,0
6552,Souten no Ken,0
6553,Souten no Ken Specials,0
6554,Space Adventure Cobra,3
6555,Space Cobra,3
6556,Space Cobra Pilot,3
6557,Space Fantasia 2001 Nights,1
6558,Space Neko Theater,3
6559,Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,3
6560,Space Station No.9,3
6561,Spaceship Agga Ruter,3
6562,Space☆Dandy,0
6563,Space☆Dandy 2nd Season,0
6564,Space☆Dandy 2nd Season Picture Drama,3
6565,Space☆Dandy Picture Drama,0
6566,Sparrow's Hotel,1
6567,Special A,3
6568,Speed,3
6569,Speed Grapher,3
6570,Spelunker Sensei,0
6571,Spider Riders: Oracle no Yuusha-tachi,1
6572,Spider Riders: Yomigaeru Taiyou,3
6573,Spiral Over,2
6574,Spiral: Suiri no Kizuna,3
6575,Spirit of Wonder: China-san Tanpenshuu,0
6576,Spirit of Wonder: China-san no Yuuutsu,3
6577,Spirit of Wonder: Shounen Kagaku Club,3
6578,Spocon!,0
6579,Spoon Oba-san,3
6580,Spotlight,3
6581,Spriggan,3
6582,Sprite: Between Two Worlds,3
6583,Stainless Night,3
6584,Stairs: Houkago no Album,1
6585,Stand By Me Doraemon,0
6586,Star Driver the Movie,0
6587,Star Driver: Kagayaki no Takuto,0
6588,Star Ocean EX,1
6589,StarFox Zero: The Battle Begins,1
6590,Starless: 21st Century Nymphomaniacs,0
6591,Starmyu,0
6592,Starry☆Sky,3
6593,Starship Operators,3
6594,Starship Troopers: Invasion,0
6595,Star☆Jewel,2
6596,Star☆Jewel Gaiden: Natsumi Oblivion,2
6597,Steamboy,3
6598,Steins;Gate,0
6599,Steins;Gate Movie: Fuka Ryouiki no Deja vu,0
6600,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,0
6601,Steins;Gate: Oukoubakko no Poriomania,0
6602,Steins;Gate: Soumei Eichi no Cognitive Computing,0
6603,Stella Jogakuin Koutou-ka C³-bu,0
6604,Stitch!,0
6605,Strait Jacket,3
6606,Strange Dawn,3
6607,Strange+,0
6608,Strange+ Special,0
6609,Stranger: Mukou Hadan,0
6610,Stranger: Mukou Hadan Pilot,0
6611,Stratos 4,1
6612,Stratos 4 Advance,1
6613,Stratos 4 Advance Kanketsu-hen,1
6614,Stratos 4 OVA,1
6615,Stratos 4: Logbook,1
6616,Stratosphera no Yousei,1
6617,Strawberry Panic,3
6618,Street Fighter Alpha: Generations,2
6619,Street Fighter II V,2
6620,Street Fighter II: The Movie,3
6621,Street Fighter II: Yomigaeru Fujiwara-Kyou - Toki wo Kaketa Fighter-tachi,0
6622,Street Fighter Zero The Animation,3
6623,Street Fighter: Aratanaru Kizuna,2
6624,Stretta The Animation,0
6625,Strike Witches,1
6626,Strike Witches 2,1
6627,Strike Witches Movie,1
6628,Strike Witches OVA,1
6629,Strike Witches: Operation Victory Arrow,0
6630,Strike the Blood,0
6631,Strike the Blood: Valkyria no Oukoku-hen,0
6632,Stringendo+Accelerando Ultimatum Sera,1
6633,Stringendo: Angel-tachi no Private Lesson,0
6634,Strobe Light,3
6635,Studio Khara vs. CyberConnect2 Gachinko! Animation Taiketsu!,3
6636,Subarashii Sekai,1
6637,Subete ga F ni Naru: The Perfect Insider,0
6638,Submarine 707R,1
6639,Submarine Super 99,0
6640,Sugar Sugar Rune,3
6641,Sugar*Soldier,3
6642,Suhoyojeong Michel,0
6643,Suika,1
6644,Suika: Manatsu no Okurimono,2
6645,Suisei no Gargantia,0
6646,Suisei no Gargantia Specials,0
6647,"Suisei no Gargantia: Meguru Kouro, Haruka",0
6648,Suite Precure,3
6649,Suite Precure Movie: Torimodose! Kokoro ga Tsunaku Kiseki no Melody,1
6650,Sukeban Deka,0
6651,Suki Desu Suzuki-kun!!,3
6652,Suki da yo!,1
6653,"Suki de Suki de, Suki de The Animation",1
6654,Suki na Mono wa Suki Dakara Shou ga Nai!!,3
6655,Suki na Mono wa Suki Dakara Shou ga Nai!!: Onsen ni Ikou!,0
6656,Sukima no Kuni no Polta,1
6657,Sukitte Ii na yo.,0
6658,Sukitte Ii na yo.: Dareka ga,3
6659,Sukitte Ii na yo.: Mei and Marshmallow,1
6660,Summer Wars,0
6661,Sumomomo Momomo: Chijou Saikyou no Yome,1
6662,Sumomomo Momomo: Chijou Saikyou no Yome Specials,1
6663,Suna no Bara: Yuki no Mokushiroku,3
6664,Sunabouzu,3
6665,Suntory Minami Alps no Tennen Mizu,0
6666,Super Bikkuriman,2
6667,Super Doll Licca-chan,3
6668,Super Fishing Grander Musashi,2
6669,Super GALS! Kotobuki Ran,3
6670,Super Kuma-san,0
6671,Super Lovers,0
6672,Super Mario Brothers: Peach-hime Kyuushutsu Daisakusen!,2
6673,Super Milk-chan,3
6674,Super Robot Taisen OG The Animation,2
6675,Super Robot Taisen OG: Divine Wars,2
6676,Super Robot Taisen OG: Divine Wars Special,1
6677,Super Robot Taisen OG: The Inspector,0
6678,Super Seisyun Brothers,0
6679,Super Speed,3
6680,Super Street Fighter IV,2
6681,Superflat First Love,3
6682,Superflat Monogram,3
6683,Supernatural The Animation,3
6684,Surprise 4 U.,3
6685,Survival,3
6686,Sushi Police,0
6687,Susie-chan to Marvy,1
6688,Suteki Tantei Labyrinth,3
6689,Suteneko Tora-chan,3
6690,Suzuka,1
6691,Suzumiya Haruhi no Shoushitsu,0
6692,Suzumiya Haruhi no Yuuutsu,1
6693,Suzumiya Haruhi no Yuuutsu (2009),0
6694,Suzumiya Haruhi-chan no Yuuutsu,1
6695,Suzy's Zoo: Daisuki! Witzy,3
6696,Suzy's Zoo: Daisuki! Witzy - Happy Birthday,3
6697,Sweat Punch,3
6698,Sweet Home: H na Oneesan wa Suki Desu ka?,0
6699,Sweet Valerian,3
6700,Swing Out Sisters,0
6701,Swing Out Sisters (2014),0
6702,Switch,3
6703,Sword Art Online,0
6704,Sword Art Online II,0
6705,Sword Art Online II: Debriefing,0
6706,Sword Art Online II: Sword Art Offline II,0
6707,Sword Art Online: Extra Edition,0
6708,Sword Art Online: Sword Art Offline,1
6709,Sword Art Online: Sword Art Offline - Extra Edition,0
6710,T.P. Sakura: Time Paladin Sakura,0
6711,TANK S.W.A.T. 01,0
6712,TO,3
6713,TO-Y,3
6714,TOTO Green Challenge,3
6715,TSF Monogatari,0
6716,TV-ban Pokemon Special Masara Town-hen Soushuuhen,0
6717,TWO-MIX: White Reflection,3
6718,Tabi,3
6719,Tabi Machi Late Show,0
6720,Tabisuru Nuigurumi: Traveling Daru,3
6721,Taboo Tattoo,0
6722,Tactical Roar,1
6723,Tactical Roar Special,1
6724,Tactics,3
6725,Taifuu no Noruda,0
6726,Taiho Shichau zo,3
6727,Taiho Shichau zo (1996),3
6728,Taiho Shichau zo Special,3
6729,Taiho Shichau zo The Movie,3
6730,Taiho Shichau zo in America,3
6731,Taiho Shichau zo: Full Throttle,3
6732,Taiho Shichau zo: Full Throttle Special,3
6733,Taiho Shichau zo: Nagisa no Koutsuu Yuudou,3
6734,Taiho Shichau zo: Second Season,3
6735,Taiko no Tatsujin,3
6736,Tailenders,0
6737,Taimadou Gakuen 35 Shiken Shoutai,0
6738,Taimanin Asagi,1
6739,Taimanin Asagi 2,0
6740,Taimanin Asagi Special,3
6741,Taimanin Yukikaze,0
6742,Tairiki Tarou no Mucha Shuugyou,1
6743,Taisei Kensetsu: Bosporus Kaikyou Tunnel,3
6744,Taisei Kensetsu: Shin Doha Kokusai Kuukou,3
6745,Taisei Kensetsu: Sri Lanka Kousokudouro,3
6746,Taisei Kensetsu: Vietnam Noi Bai Kuukou,0
6747,Taishou Yakyuu Musume.,3
6748,Taiyou no Kiba Dagram,3
6749,Taiyou no Ko Esteban,3
6750,Taiyou no Mokushiroku: A Spirit of the Sun,3
6751,Taiyou no Ouji: Horus no Daibouken,3
6752,Taiyou no Yuusha Fighbird,3
6753,Takamiya Nasuno Desu!: Teekyuu Spin-off,0
6754,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,0
6755,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,0
6756,Takane no Jitensha,0
6757,Takara-sagashi,3
6758,Takarajima,3
6759,Takarajima (Movie),3
6760,Takarajima Memorial: Yuunagi to Yobareta Otoko,3
6761,Take Your Way,3
6762,Takoyaki Mant-Man,2
6763,Tales of Eternia The Animation,1
6764,Tales of Gekijou,3
6765,Tales of Phantasia The Animation,3
6766,Tales of Symphonia The Animation: Kaette Kita Kratos-sensei no Private Lesson,3
6767,Tales of Symphonia The Animation: Kratos-sensei no Private Lesson,1
6768,Tales of Symphonia The Animation: Sekai Tougou-hen,0
6769,Tales of Symphonia The Animation: Sekai Tougou-hen Specials,0
6770,Tales of Symphonia The Animation: Sylvarant-hen,3
6771,Tales of Symphonia The Animation: Tethe'alla-hen,0
6772,Tales of Symphonia The Animation: Tethe'alla-hen Specials,0
6773,Tales of Vesperia: The First Strike,0
6774,Tales of Zestiria the X,0
6775,Tales of Zestiria the X: Saiyaku no Jidai,0
6776,Tales of Zestiria: Doushi no Yoake,0
6777,Tales of the Abyss,1
6778,Tales of the Abyss Special Fan Disc,1
6779,Tamako Love Story,0
6780,Tamako Market,0
6781,Tamako Market Specials,0
6782,Tamala 2010: A Punk Cat in Space,3
6783,Tamala 2010: A Punk Cat in Space OVA,1
6784,Tamayura,0
6785,Tamayura: Hitotose,0
6786,"Tamayura: Hitotose - Attakai Kaze no Omoide, Nanode",0
6787,Tamayura: More Aggressive,0
6788,"Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, Nanode",0
6789,Tamayura: Sotsugyou Shashin Part 1 - Kizashi,0
6790,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,0
6791,Tamayura: Sotsugyou Shashin Part 3 - Akogare,0
6792,Tamayura: Sotsugyou Shashin Part 4 - Ashita,0
6793,Tanaka-kun wa Itsumo Kedaruge,0
6794,Tanaka-kun wa Kyou mo Kedaruge,0
6795,Taneyamagahara no Yoru,3
6796,Tanin no Kankei,1
6797,Tanjou: Debut,3
6798,Tanken Driland,0
6799,Tanken Driland: 1000-nen no Mahou,0
6800,Tanoshii Muumin Ikka,3
6801,Tanoshii Muumin Ikka Bouken Nikki,3
6802,Tanoshii Willow Town,2
6803,Tansu Warashi.,3
6804,Tantei Gakuen Q,3
6805,Tantei Kageki Milky Holmes TD,0
6806,Tantei Opera Milky Holmes,0
6807,Tantei Opera Milky Holmes Dai 2 Maku,0
6808,Tantei Opera Milky Holmes: Alternative,0
6809,Tantei Opera Milky Holmes: Summer Special,0
6810,Tantei Team KZ Jiken Note,0
6811,Tao Hua Yuan Ji,3
6812,TaoTao Ehonkan Sekai Doubutsu Banashi,3
6813,Tari Tari,0
6814,"Tari Tari: Kumottari, Kagayaitari, Mata Itsuka Utattari",0
6815,Tarou-san no Kisha,0
6816,Tasogare Otome x Amnesia,0
6817,Tasogare Otome x Amnesia: Taima Otome,0
6818,Tasukeai no Rekishi: Inochi Hoken no Hajimari,3
6819,Tatakae! Chou Robot Seimeitai Transformers,3
6820,Tatakae!! Iczer-1,0
6821,Tatakau Shisho: The Book of Bantorra,0
6822,Tatamp,3
6823,Tatsu no Ko Tarou,0
6824,Tattoon Master,0
6825,Tayu Tayu,0
6826,Tayutama: Kiss on My Deity,1
6827,Tayutayu: Pure My Heart,1
6828,Tears to Tiara,0
6829,Teekyuu,0
6830,Teekyuu 2,0
6831,Teekyuu 2 Specials,0
6832,Teekyuu 3,0
6833,Teekyuu 3 Specials,0
6834,Teekyuu 4,0
6835,Teekyuu 4 Specials,0
6836,Teekyuu 5,0
6837,Teekyuu 5 Specials,0
6838,Teekyuu 6,0
6839,Teekyuu 7,0
6840,Tegami: Haikei Juugo no Kimi e,3
6841,Tegamibachi,3
6842,Tegamibachi Gakuen,1
6843,Tegamibachi Reverse,0
6844,Tegamibachi: Hikari to Ao no Gensou Yawa,3
6845,Teito Monogatari,3
6846,Teizokurei Daydream,1
6847,Tekkamen wo Oe: d'Artagnan Monogatari yori,0
6848,Tekken,3
6849,Tekken Chinmi,0
6850,Tekken: Blood Vengeance,0
6851,Tekkon Kinkreet,3
6852,Telepathy Shoujo Ran,1
6853,Television,3
6854,Tell Your World,0
6855,Ten Little Gall Force,3
6856,Ten no Kawa,3
6857,Tenamonya Voyagers,1
6858,Tenbatsu Angel Rabbie☆,1
6859,Tenchi Muyou!,3
6860,Tenchi Muyou! GXP,1
6861,Tenchi Muyou! Manatsu no Eve,3
6862,Tenchi Muyou! Ryououki,3
6863,Tenchi Muyou! Ryououki 2nd Season,3
6864,Tenchi Muyou! Ryououki 2nd Season Picture Drama,3
6865,Tenchi Muyou! Ryououki 3rd Season,3
6866,Tenchi Muyou! Ryououki 3rd Season: Tenchi Seirou naredo Namitakashi?,3
6867,Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,3
6868,Tenchi Muyou! in Love,3
6869,Tenchi Muyou! in Love 2: Haruka Naru Omoi,3
6870,Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure,3
6871,Tengen Toppa Gurren Lagann,0
6872,Tengen Toppa Gurren Lagann Movie: Gurren-hen,0
6873,Tengen Toppa Gurren Lagann Movie: Lagann-hen,0
6874,Tengen Toppa Gurren Lagann Movie: Lagann-hen Special - Viral no Amai Yume,3
6875,Tengen Toppa Gurren Lagann: Kirameki Yoko Box - Pieces of Sweet Stars,3
6876,Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,0
6877,Tengen Toppa Gurren Lagann: Ore no Gurren wa Pikka-Pika!!,0
6878,Tengen Toppa Gurren Lagann: Parallel Works,3
6879,Tengen Toppa Gurren Lagann: Parallel Works 2,0
6880,Tenioha!: Onnanoko datte Honto wa Ecchi da yo?,0
6881,Tenjou Tenge,1
6882,Tenjou Tenge: The Past Chapter,3
6883,Tenjou Tenge: The Ultimate Fight,1
6884,Tenjou-jin to Akuto-jin Saigo no Tatakai,3
6885,Tenkai Knights,1
6886,Tenkuu Danzai Skelter+Heaven,0
6887,Tenkuu Senki Shurato,0
6888,Tenkuu Senki Shurato: Sousei e no Anto,0
6889,Tenkuu no Escaflowne,3
6890,Tenkuu no Shiro Laputa,3
6891,Tennen Koi-iro Alcohol,0
6892,Tenpou Ibun: Ayakashi Ayashi,1
6893,Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku,1
6894,Tenrankai no E,1
6895,Tensai Bakabon,2
6896,Tenshi Kinryouku,3
6897,Tenshi Nanka ja Nai,3
6898,Tenshi na Konamaiki,3
6899,Tenshi ni Narumon!,3
6900,Tenshi no Drop,0
6901,Tenshi no Shippo Chu!,1
6902,Tenshi no Shippo Chu!: Shoushuuhen Tenshi no Utagoe,0
6903,Tenshi no Tamago,3
6904,Tentacle and Witches,0
6905,Tentai Senshi Sunred,3
6906,Tentai Senshi Sunred 2nd Season,0
6907,Tentoumushi no Otomurai,3
6908,Teo the Magic Planet Pilot,3
6909,Terra Formars,0
6910,Terra Formars Revenge,0
6911,Terra Formars: Bugs 2-hen,0
6912,Terra e...,3
6913,Terra e... (TV),3
6914,Terra e... (TV) Specials,3
6915,Tesagure! Bukatsumono,0
6916,Tesagure! Bukatsumono Encore,0
6917,Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,1
6918,Tetsujin 28-gou,1
6919,Tetsujin 28-gou (1980),0
6920,Tetsujin 28-gou (2004),1
6921,Tetsuko no Tabi,1
6922,Tetsuro no Kanata,0
6923,Tetsuwan Atom,1
6924,Tetsuwan Atom (1980),0
6925,Tetsuwan Atom: Uchuu no Yuusha,3
6926,Tetsuwan Birdy,3
6927,Tetsuwan Birdy Decode,1
6928,Tetsuwan Birdy Decode: The Cipher,0
6929,Tetsuwan Birdy Decode:02,0
6930,Texhnolyze,3
6931,Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku,0
6932,Tezuka Osamu no Buddha: Owarinaki Tabi,0
6933,Tezuka Osamu no Don Dracula,3
6934,The Animatrix,3
6935,The Baby Birds of Norman McLaren,3
6936,The Bathroom,2
6937,The Big O,3
6938,The Chocolate Panic Picture Show,3
6939,The Choujo,2
6940,The Cockpit,3
6941,The Disappearance of Conan Edogawa: The Worst Two Days in History,0
6942,The Embryo Develops into a Fetus,0
6943,The Epic Of ZektBach,0
6944,The Everlasting Guilty Crown,0
6945,The Five Killers,3
6946,The Four Seasons,3
6947,The Guts!,1
6948,The Hakkenden,3
6949,The Hakkenden: Shin Shou,3
6950,The House,3
6951,The Kabocha Wine,3
6952,The Last: Naruto the Movie,0
6953,The Law of Ueki,0
6954,The Rapeman,0
6955,The Rose and Women of Versailles,0
6956,The Samurai,2
6957,The Sky Crawlers,3
6958,The SoulTaker: Tamashii-gari,3
6959,The SoulTaker: Tamashii-gari - Komugi Daisakusen,3
6960,The TV Show,3
6961,The Tales of Rien Village #1: Toilet ni Ittokiya,0
6962,The Third: Aoi Hitomi no Shoujo,3
6963,The Urotsuki,3
6964,The iDOLM@STER,0
6965,The iDOLM@STER Cinderella Girls,0
6966,The iDOLM@STER Cinderella Girls 2nd Anniversary PV,0
6967,The iDOLM@STER Cinderella Girls 2nd Season,0
6968,"The iDOLM@STER Cinderella Girls: Anytime, Anywhere with Cinderella.",0
6969,The iDOLM@STER Cinderella Girls: Special Program,0
6970,The iDOLM@STER Live For You!,1
6971,The iDOLM@STER Million Live! Dreaming! Animation PV,3
6972,The iDOLM@STER Million Live! 1st Anniversary PV,1
6973,The iDOLM@STER Movie: Kagayaki no Mukougawa e!,0
6974,The iDOLM@STER Shiny Festa,1
6975,The iDOLM@STER: 765 Pro to Iu Monogatari,0
6976,There She Is!!,3
6977,Thermae Romae,3
6978,Thermae Romae Specials,0
6979,Thermae Romae x Asahi Shimbun Digital Collaboration,0
6980,Thermae Romae x LOFT Collaboration,0
6981,Thermae Romae x TOTO Collaboration,0
6982,Thermae Romae x Yoyogi Animation Gakuin Collaboration,0
6983,Thermae Romae: Kodai Romajin ga Uchuu e,0
6984,The☆Doraemons: Mushimushi Pyonpyon Daisakusen!,2
6985,"The☆Doraemons: Strange, Sweets, Strange?",2
6986,The☆Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel,2
6987,Tibet Inu Monogatari,3
6988,Tide-Line Blue,1
6989,Tide-Line Blue Special,1
6990,Tiger & Bunny,0
6991,Tiger & Bunny Movie 1: The Beginning,0
6992,Tiger & Bunny Movie 2: The Rising,0
6993,Tiger & Bunny Pilot,0
6994,Tiger Mask,0
6995,Tiger Mask Nisei,0
6996,Tight-rope,3
6997,Timbre A to Z,3
6998,Time Bokan,0
6999,Time Bokan 2000: Kaitou Kiramekiman,2
7000,Time Bokan Oudou Fukko,2
7001,Time Bokan Series: Itadakiman,2
7002,Time Bokan Series: Time Patroltai Otasukeman,2
7003,Time Bokan Series: Yatterman,2
7004,Time Bokan Series: Yattodetaman,2
7005,Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi,0
7006,Time Travel Tondekeman!,3
7007,Timing,3
7008,Tistou Midori no Oyayubi,3
7009,To Heart,1
7010,To Heart 2,1
7011,To Heart 2 AD,1
7012,To Heart 2 AD Plus,1
7013,To Heart 2 Adnext,1
7014,To Heart 2 OVA,1
7015,To Heart 2 Special,1
7016,To Heart 2: Dungeon Travelers,1
7017,To Heart Omake,1
7018,To Heart: Remember My Memories,1
7019,To Heart: Remember My Memories Specials,1
7020,To LOVE-Ru,1
7021,To LOVE-Ru Darkness,1
7022,To LOVE-Ru Darkness 2nd,0
7023,To LOVE-Ru Darkness 2nd OVA,0
7024,To LOVE-Ru Darkness 2nd Specials,0
7025,To LOVE-Ru Darkness OVA,0
7026,To LOVE-Ru OVA,1
7027,Toaru Hikuushi e no Koiuta,0
7028,Toaru Hikuushi e no Tsuioku,0
7029,Toaru Kagaku no Railgun,0
7030,Toaru Kagaku no Railgun S,0
7031,Toaru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta,0
7032,Toaru Kagaku no Railgun S: Motto Marutto Railgun,0
7033,Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.,0
7034,Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desukara,0
7035,Toaru Kagaku no Railgun: Motto Marutto Railgun,1
7036,Toaru Majutsu no Index,0
7037,Toaru Majutsu no Index 10th Anniversary PV,0
7038,Toaru Majutsu no Index II,0
7039,Toaru Majutsu no Index-tan,1
7040,Toaru Majutsu no Index-tan II,0
7041,Toaru Majutsu no Index: Endymion no Kiseki,0
7042,Toaru Majutsu no Index: Endymion no Kiseki Special,1
